Station Name,Address,City,Postal Code,Region,Country,Latitude,Longitude,Location Details,Category
"SAFEWAY CALTEX BALWYN","192 WHITEHORSE ROAD","BALWYN","3103","VIC","AUSTRALIA",-37.8125,145.0762,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WERRIBEE","149-153 WALLS ROAD","WERRIBEE","3030","VIC","AUSTRALIA",-37.9081,144.6364,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS HEALESVILLE","123 MAROONDAH HIGHWAY","HEALESVILLE","3777","VIC","AUSTRALIA",-37.6571,145.5105,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS CAMBERWELL","800-802 BURKE ROAD","CAMBERWELL","3124","VIC","AUSTRALIA",-37.8239,145.0584,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MORTLAKE","59 DUNLOP STREET","MORTLAKE","3272","VIC","AUSTRALIA",-38.0811,142.8034,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  BURWOOD","144 BURWOOD HIGHWAY","BURWOOD","3125","VIC","AUSTRALIA",-37.8506,145.1043,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COWES","160-162 THOMPSON AVENUE","COWES","3922","VIC","AUSTRALIA",-38.4564,145.2387,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"OAKLEIGH SOUTH","699-701 WARRIGAL ROAD","OAKLEIGH SOUTH","3165","VIC","AUSTRALIA",-37.9179,145.0834,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL DAYLESFORD","4375 MIDLAND HIGHWAY","DAYLESFORD","3460","VIC","AUSTRALIA",-37.3408,144.1301,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MURRAY GOULBURN SWAN HILL","113-117 KARINIE STREET","SWAN HILL","3585","VIC","AUSTRALIA",-35.3274,143.55,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX GLENROY","849 PASCOE VALE ROAD","GLENROY","3046","VIC","AUSTRALIA",-37.7031,144.9152,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"RESEARCH","1419 MAIN ROAD","RESEARCH","3095","VIC","AUSTRALIA",-37.7018,145.173,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS WESTGATE NORTH","1 WEST GATE FREEWAY","PORT MELBOURNE","3207","VIC","AUSTRALIA",-37.8291,144.9191,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HALLAM","25-29 BELGRAVE-HALLAM ROAD","HALLAM","3803","VIC","AUSTRALIA",-38.0021,145.2736,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL KERANG","78-80 BENDIGO ROAD","KERANG","3579","VIC","AUSTRALIA",-35.7397,143.9189,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS SOUTH YARRA","325 TOORAK ROAD","SOUTH YARRA","3141","VIC","AUSTRALIA",-37.8395,144.9979,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SCOTTS BEAUFORT","74 NEILL STREET","BEAUFORT","3373","VIC","AUSTRALIA",-37.4291,143.3804,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  DEER PARK","1001-1007 WESTERN HIGHWAY","DEER PARK","3023","VIC","AUSTRALIA",-37.7621,144.7526,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SAFEWAY SOUTH YARRA","262-268 PUNT ROAD","SOUTH YARRA","3141","VIC","AUSTRALIA",-37.8454,144.9855,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS OAKLEIGH","1386-1388 DANDENONG ROAD","OAKLEIGH","3166","VIC","AUSTRALIA",-37.8938,145.0884,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL YEA","31 HIGH STREET","YEA","3717","VIC","AUSTRALIA",-37.2117,145.4256,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"URQUHART MOTORS","9 MAIN STREET","DERRINALLUM","3325","VIC","AUSTRALIA",-37.9484,143.2241,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX WERRIBEE","289-293 DERRIMUT ROAD","HOPPERS CROSSING","3029","VIC","AUSTRALIA",-37.8634,144.6847,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX YARRAWONGA","53-55 TELFORD STREET","YARRAWONGA","3730","VIC","AUSTRALIA",-36.018,146.0043,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"UNITED PATTERSON LAKES","1 THOMPSON ROAD","PATTERSON LAKES","3197","VIC","AUSTRALIA",-38.069,145.141,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"IGA EXPRESS CAULFIELD","566 HAWTHORN ROAD","CAULFIELD NORTH","3162","VIC","AUSTRALIA",-37.901,145.0191,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MARIBYRNONG","31 RALEIGH ROAD","MARIBYRNONG","3032","VIC","AUSTRALIA",-37.7698,144.8976,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CONNECT CABARITA","54 MARINE PARADE","ELWOOD","3184","VIC","AUSTRALIA",-37.8758,144.9767,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX HAMPTON PARK","70 HALLAM ROAD","HAMPTON PARK","3976","VIC","AUSTRALIA",-38.0349,145.2679,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SAFEWAY CORIO","446 PRINCES HIGHWAY","CORIO","3214","VIC","AUSTRALIA",-38.0669,144.3799,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS KERANG","92 WELLINGTON STREET","KERANG","3579","VIC","AUSTRALIA",-35.7354,143.9178,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SHELL OCEAN GROVE","48 WALLINGTON ROAD","OCEAN GROVE","3226","VIC","AUSTRALIA",-38.2621,144.512,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"LAVERTON NORTH","2 LITTLE BOUNDARY ROAD","LAVERTON NORTH","3026","VIC","AUSTRALIA",-37.8231,144.8243,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  DROMANA","1 MARINE DRIVE","SAFTEY BEACH","3936","VIC","AUSTRALIA",-38.3279,144.9754,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP LILYDALE","473 MAROONDAH HIGHWAY","LILYDALE","3140","VIC","AUSTRALIA",-37.7526,145.3658,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"NHILL","64 NELSON STREET","NHILL","3418","VIC","AUSTRALIA",-36.3326,141.6527,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX PASCOE VALE","281 GAFFNEY STREET","PASCOE VALE","3044","VIC","AUSTRALIA",-37.7325,144.9454,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX NOBLE PARK","532-540 PRINCES HIGHWAY","NOBLE PARK NORTH","3174","VIC","AUSTRALIA",-37.9536,145.1803,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS WARRANDYTE SOUTH","482-484 RINGWOOD-WARRANDYTE ROAD","WARRANDYTE","3113","VIC","AUSTRALIA",-37.7602,145.2337,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WILLIAMSTOWN","261-269 MELBOURNE ROAD","NEWPORT","3015","VIC","AUSTRALIA",-37.848,144.8865,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"DROMANA","335-339 POINT NEPEAN ROAD","DROMANA","3936","VIC","AUSTRALIA",-38.3355,144.9595,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX ABBOTSFORD","28-40 HODDLE STREET","ABBOTSFORD","3067","VIC","AUSTRALIA",-37.808,144.9919,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"GLENBURN","3883 MELBA HIGHWAY","GLENBURN","3717","VIC","AUSTRALIA",-37.4187,145.4267,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  HEIDELBERG WEST","184 BELL STREET","HEIDELBERG HEIGHTS","3081","VIC","AUSTRALIA",-37.7521,145.0494,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL LEONGATHA","7 ANDERSON STREET","LEONGATHA","3953","VIC","AUSTRALIA",-38.4738,145.9454,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"GROWMART IAMA NANGILOC","2558 KULKYNE WAY","NANGILOC","3494","VIC","AUSTRALIA",-34.471,142.3523,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX KYNETON","13 WELSH STREET","KYNETON","3444","VIC","AUSTRALIA",-37.2507,144.4556,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SAFEWAY ELSTERNWICK","1 NEPEAN HIGHWAY","ELSTERNWICK","3185","VIC","AUSTRALIA",-37.884,144.9978,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS TRAFALGAR","53 PRINCES HIGHWAY","TRAFALGAR","3824","VIC","AUSTRALIA",-38.2083,146.153,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX COLAC","1 BROMFIELD STREET","COLAC","3250","VIC","AUSTRALIA",-38.3412,143.5848,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS SOUTH MORANG","350 MCDONALDS ROAD","SOUTH MORANG","3752","VIC","AUSTRALIA",-37.6496,145.0759,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP GREENLEIGH","131-135 GRIMSHAW STREET","GREENSBOROUGH","3088","VIC","AUSTRALIA",-37.7046,145.0995,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CLIFTON HILLS","422-424 HODDLE STREET","CLIFTON HILLS","3068","VIC","AUSTRALIA",-37.7915,144.9949,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP TRARALGON","220 PRINCES STREET","TRARALGON","3844","VIC","AUSTRALIA",-38.2041,146.5129,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"THE SPEED","8 CHAMBERLAIN STREET","SPEEDKILLS","3488","VIC","AUSTRALIA",-35.402,142.4393,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX CASTLEMAINE","45 JOHNSTONE STREET","CASTLEMAINE","3450","VIC","AUSTRALIA",-37.0714,144.2108,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP NELSON","6537 PORTLAND-NELSON ROAD","NELSON","3292","VIC","AUSTRALIA",-38.0476,141.0082,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"RICHMOND","94 CHURCH STREET","RICHMOND","3121","VIC","AUSTRALIA",-37.8137,144.9998,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS MOORABBIN","422 SOUTH ROAD","MOORABBIN","3189","VIC","AUSTRALIA",-37.9343,145.0427,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HOPPERS CROSSING","160 OLD GEELONG ROAD","HOPPERS CROSSING","3029","VIC","AUSTRALIA",-37.8772,144.7137,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX CARRUM DOWNS","467 FRANKSTON-DANDENONG ROAD","CARRUM DOWNS","3201","VIC","AUSTRALIA",-38.111,145.1601,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX WODONGA","157 MELBOURNE ROAD","WODONGA","3690","VIC","AUSTRALIA",-36.1184,146.8729,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"YARCK GENERAL STORE","6595 MAROONDAH HIGHWAY","YARCK","3719","VIC","AUSTRALIA",-37.1008,145.6169,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL LEONGATHA","95 BAIR STREET","LEONGATHA","3953","VIC","AUSTRALIA",-38.4791,145.9478,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS VERMONT SOUTH","602 BURWOOD HIGHWAY","VERMONT SOUTH","3133","VIC","AUSTRALIA",-37.8589,145.195,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"NORTH ELSTERNWICK","314 GLEN EIRA ROAD","ELSTERNWICK","3185","VIC","AUSTRALIA",-37.879,145.0124,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KIALLA","8010 GOULBURN VALLEY HIGHWAY","KIALLA","3631","VIC","AUSTRALIA",-36.4099,145.3937,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX SEAFORD","163 NEPEAN HIGHWAY","SEAFORD","3198","VIC","AUSTRALIA",-38.1088,145.1262,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CASTERTON FARM SUPPLIES","1 HENTY STREET","CASTERTON","3311","VIC","AUSTRALIA",-37.5835,141.408,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"PAKENHAM UPPER","500 PAKENHAM ROAD","PAKENHAM UPPER","3810","VIC","AUSTRALIA",-38.0287,145.4945,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS ROWVILLE","1201 WELLINGTON ROAD","LYSTERFIELD","3156","VIC","AUSTRALIA",-37.9285,145.2659,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS THOMASTOWN","240 HIGH STREET","THOMASTOWN","3074","VIC","AUSTRALIA",-37.6789,145.0143,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOOROOLBARK","22 MANCHESTER ROAD","MOOROOLBARK","3138","VIC","AUSTRALIA",-37.7871,145.3111,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS NARRE WARREN","473-477 PRINCES HIGHWAY","NARRE WARREN","3805","VIC","AUSTRALIA",-38.0259,145.3054,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COHUNA SHELL","6323 MURRAY VALLEY HIGHWAY","COHUNA","3568","VIC","AUSTRALIA",-35.8198,144.2333,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BULLEEN","208 BULLEEN ROAD","BULLEEN","3105","VIC","AUSTRALIA",-37.7628,145.0835,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX MOONEE PONDS","294-296 ASCOT VALE ROAD","MOONEE PONDS","3039","VIC","AUSTRALIA",-37.7715,144.9245,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HASTINGS EAST","219 MARINE PARADE","HASTINGS EAST","3915","VIC","AUSTRALIA",-38.2909,145.1906,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CORIO","160-164 BACCHUS MARSH ROAD","CORIO","3214","VIC","AUSTRALIA",-38.0711,144.3593,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KUPPERS","199 BURTON AVENUE","KYNETON","3444","VIC","AUSTRALIA",-37.2376,144.4198,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"NEWMERELLA SELF SERVE","5327 PRINCES HIGHWAY","NEWMERELLA","3886","VIC","AUSTRALIA",-37.7351,148.4316,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MAFFRA","47 JOHNSON STREET","MAFFRA","3860","VIC","AUSTRALIA",-37.9658,146.9735,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CRAIGIEBURN","72 HANSON ROAD","CRAIGIEBURN","3064","VIC","AUSTRALIA",-37.5922,144.9376,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"AMPOL TREMONT","100 MOUNT DANDENONG TOURIST ROAD","TREMONT","3785","VIC","AUSTRALIA",-37.8867,145.3277,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP PORTLAND","145 PERCY STREET","PORTLAND","3305","VIC","AUSTRALIA",-38.3414,141.6035,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP KEALBA","100 SUNSHINE AVENUE","KEALBA","3021","VIC","AUSTRALIA",-37.7417,144.8262,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP KYABRAM","10 ALLAN STREET","KYABRAM","3620","VIC","AUSTRALIA",-36.3138,145.0332,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX OUYEN","15 FARRELL STREET","OUYEN","3490","VIC","AUSTRALIA",-35.0696,142.3196,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP NYAH","2599 MURRAY VALLEY HIGHWAY","NYAH","3594","VIC","AUSTRALIA",-35.1859,143.3765,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS CLAYTON ROAD","476-478 CLAYTON ROAD","CLAYTON SOUTH","3169","VIC","AUSTRALIA",-37.9365,145.1178,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"AMPOL BEECHWORTH","2 HIGH STREET","BEECHWORTH","3747","VIC","AUSTRALIA",-36.3651,146.6828,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL ALEXANDRA","10 DOWNEY STREET","ALEXANDRA","3714","VIC","AUSTRALIA",-37.1902,145.7166,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"PRAHRAN EAST","728 MALVERN ROAD","PRAHRAN EAST","3181","VIC","AUSTRALIA",-37.8495,145.0118,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  NORTH COBURG","989 SYDNEY ROAD","COBURG","3058","VIC","AUSTRALIA",-37.7255,144.9633,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX GLEN WAVERLEY","676 HIGH STREET ROAD","GLEN WAVERLEY","3150","VIC","AUSTRALIA",-37.8736,145.1584,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX DANDENONG","10 GREENS ROAD","DANDENONG SOUTH","3175","VIC","AUSTRALIA",-38.0151,145.2158,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HASTINGS","1835 FRANKSTON-FLINDERS ROAD","HASTINGS","3915","VIC","AUSTRALIA",-38.285,145.184,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX CRAIGIEBURN","315 HUME HIGHWAY","CRAIGIEBURN","3064","VIC","AUSTRALIA",-37.6147,144.9464,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WYNDHAM","2-8 MORRIS ROAD","HOPPERS CROSSING","3029","VIC","AUSTRALIA",-37.8811,144.7014,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL STAWELL","56-58 LONGFIELD STREET","STAWELL","3380","VIC","AUSTRALIA",-37.0643,142.7645,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BALLARAT","822 STURT STREET","BALLARAT","3350","VIC","AUSTRALIA",-37.5604,143.8482,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS CRANBOURNE","1120 CRANBOURNE-FRANKSTON ROAD","CRANBOURNE","3977","VIC","AUSTRALIA",-38.1119,145.2705,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS VERMONT","385-389 CANTERBURY ROAD","RINGWOOD","3134","VIC","AUSTRALIA",-37.832,145.2148,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"FITZROY NORTH","390 NICHOLSON STREET","FITZROY NORTH","3068","VIC","AUSTRALIA",-37.7909,144.9764,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX MILDURA","214-216 DEAKIN AVENUE","MILDURA","3500","VIC","AUSTRALIA",-34.1929,142.1539,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP PARKS","65 GRANT STREET","MADDINGLEY","3340","VIC","AUSTRALIA",-37.6845,144.4334,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ALBERTON ROADHOUSE","131 BROUGHTON STREET","ALBERTON","3971","VIC","AUSTRALIA",-38.6198,146.668,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CONNECT CAROLINE SPRINGS","1324-1332 WESTERN HIGHWAY","CAROLINE SPRINGS","3023","VIC","AUSTRALIA",-37.7558,144.7412,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MALVERN","1367 HIGH STREET","MALVERN","3144","VIC","AUSTRALIA",-37.8579,145.0407,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SHEPPARTON","17-29 MCGILL STREET","SHEPPARTON","3630","VIC","AUSTRALIA",-36.3631,145.4295,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BUNYIP","3245 PRINCES HIGHWAY","BUNYIP","3815","VIC","AUSTRALIA",-38.0748,145.7137,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS WODONGA","81-83 ELGIN BOULEVARD","WODONGA","3690","VIC","AUSTRALIA",-36.1197,146.8796,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
